date,date_posted,headline,text
2020-09-12 00:00:00,30 days ,Tesla to raise up to $5 bln in share offering,Tesla Inc said on Tuesday it plans to raise up to $5 billion through a share offering. (Reporting by Akanksha Rana in Bengaluru; Editing by Shinjini Ganguli)
2020-09-12 00:00:00,30 days ,Apple and Tesla shares surge after stock splits kick in,High-flying shares of Apple Inc <AAPL.O> and Tesla Inc <TSLA.O> surged again on Monday as stock splits took effect and attracted more buying from investors.
2020-09-12 00:00:00,30 days ,"Apple, Tesla bid up ahead of share split open","The high-flying shares of Apple Inc and Tesla Inc gained more ground on Monday, ahead of their first official trading following a split into smaller portions that makes it easier for retail investors to own the shares."
2020-08-12 00:00:00,61 days ,Elon Musk's net worth tops $100 billion: Forbes,"Silicon Valley entrepreneur Elon Musk's net worth topped $100 billion on Friday, according to the Forbes real-time billionaires list, as the shares of electric-car maker Tesla Inc <TSLA.O> see a more than five-fold surge in value this year."
2020-08-12 00:00:00,61 days ,"Apple and Tesla are splitting their shares, but does it matter?","Shares of Apple Inc <AAPL.O> and Tesla Inc <TSLA.O> will be less costly on Monday as pre-announced stock splits take effect, in theory making them more accessible to retail investors, but as more brokers offer fractional shares, some in the market question the need."
,,Musk confirms Tesla Nevada factory was target of 'serious' cyberattack,"Elon Musk said on Thursday that Tesla Inc's <TSLA.O> factory in Nevada was a target of a ""serious"" cybersecurity attack, confirming a media report that claimed an employee of the company helped the Federal Bureau of Investigation(FBI) thwart the attack."
2020-08-12 00:00:00,61 days ,"Tesla shares surge to record high, leaving rivals behind","Tesla Inc shares continued their meteoric rise on Thursday, scoring yet another record high and further expanding the distance between the Silicon Valley electric carmaker and its traditional auto industry rivals."
2020-08-12 00:00:00,61 days ,Tesla's Musk hints of battery capacity jump ahead of industry event,"Tesla Inc <TSLA.O> CEO Elon Musk has suggested the U.S. electric carmaker may be able to mass produce batteries with 50% more energy density in three to four years, which could even enable electric airplanes."
2020-08-12 00:00:00,61 days ,Tesla's Musk hints of battery capacity jump ahead of industry event,"Tesla Inc's chief executive Elon Musk has suggested the U.S. electric carmaker may be able to mass produce longer-life batteries with 50% more energy density in three to four years. ""400 Wh/kg *with* high cycle life, produced in volume (not just a lab) is not far. Probably..."
2020-08-12 00:00:00,61 days ,"Tesla, automakers urge FTC to seek appeal after defeat in Qualcomm case","A group of tech companies and automakers, including Tesla Inc <TSLA.O>, Ford Motor Co <F.N>, Honda Motor Co Ltd <7267.T> and Daimler AG <DAIGn.DE>, on Monday urged the U.S. Federal Trade Commission to seek an appeal after its loss in a case against chip supplier Qualcomm..."
2020-08-12 00:00:00,61 days ,"Tesla's soaring stock cracks $2,000 ahead of share split","Shares of Tesla Inc surged past the $2,000 mark on Thursday for the first time as the electric car maker extended its recent rally ahead of an upcoming share split."
2020-08-12 00:00:00,61 days ,Tesla seeks approval for sensor that could detect child left in hot cars,Tesla Inc. asked the Federal Communications Commission (FCC) for approval to market a short-range interactive motion-sensing device that could help prevent children from being left behind in hot cars and boost theft-prevention systems.
2020-07-12 00:00:00,92 days ,Tesla sets 5-1 stock split and its high-flying stock soars again,"Tesla Inc on Tuesday announced a five-for-one stock split, sending the electric carmaker's recently high-flying shares up 7% in extended trade."
2020-07-12 00:00:00,92 days ,Tesla launches five-for-one stock split,"Tesla Inc on Tuesday announced a five-for-one stock split, which it said will begin on Aug. 31. (Reporting by Munsif Vengattil in Bengaluru; Editing by Sriraj Kalluvila)"
2020-07-12 00:00:00,92 days ,Florida teen pleads not guilty to masterminding Twitter hack,"A 17-year-old Florida boy accused of masterminding the hacking of celebrity accounts on Twitter Inc, including those of Democratic presidential candidate Joe Biden and Tesla Chief Executive Elon Musk, pled not guilty to charges on Tuesday."
2020-07-12 00:00:00,92 days ,Russian dealer looks to zero customs tariff to lift Tesla sales,"Russia's main unofficial Tesla dealer hopes zero customs fees will lift sales of the U.S. vehicles, despite their relatively high price and a fledgling charging infrastructure."
2020-07-12 00:00:00,92 days ,"Demand for Tesla vehicles remained strong during pandemic, Musk says","Tesla Inc <TSLA.O> Chief Executive Elon Musk said in a podcast released on Friday that demand for the company's electric vehicles remained strong throughout the coronavirus pandemic, with consumers preferring to shop online."
2020-07-12 00:00:00,92 days ,Tesla demand remained strong during pandemic with consumers shopping online -Musk,"Tesla Inc Chief Executive Elon Musk in a podcast released on Friday said that demand for the company's electric vehicles remained strong throughout the coronavirus pandemic, with consumers preferring to shop online instead of crowding into dealership shops."
2020-07-12 00:00:00,92 days ,Tesla battery supplier LG Chem shares jump 10% on upbeat outlook,"LG Chem, an electric vehicle battery supplier for Tesla, Volkswagen <VOWG_p.DE> and others, said on Friday it expects profitability in its battery business to rise in the second half, helping shares surge nearly 10%."
2020-07-12 00:00:00,92 days ,"Computing is the new horsepower, carmaker Audi says",Carmakers that once competed mainly over the power of their engines are now vying over a much less tangible sort of power as they race to develop automated vehicles - computing.
2020-07-12 00:00:00,92 days ,Exclusive: Panasonic aims to boost energy density in Tesla batteries by 20% - executive,"Panasonic Corp <6752.T> plans to boost the energy density of ""2170"" battery cells it supplies to Tesla Inc <TSLA.O> by 20% in five years and commercialize a cobalt-free version ""in two to three years"", the head of its U.S. EV battery business said."
2020-07-12 00:00:00,92 days ,Tesla's Musk says open to supplying batteries to other automakers,Tesla Inc <TSLA.O> Chief Executive Officer Elon Musk said on Tuesday that the company is open to licensing software and supplying powertrains and batteries.
