date,date_posted,headline,text
2019-10-13,366 days ,china-built tesla cars secure new energy vehicle subsidies,"tesla inc  said on friday its chinese-built model 3 cars would receive state subsidies, a move that will help the u.s. electric vehicle maker's push into the world's biggest auto market."
2019-10-13,366 days ,china-made tesla cars recommended for chinese subsidies - ministry,"china's industry ministry has placed chinese-built tesla inc. model 3 cars on a list of vehicles recommended to receive subsidies for new energy vehicles, according to a document published on friday."
2019-10-13,366 days ,no apology to elon musk from british diver at 'pedo guy' defamation trial,"the british cave explorer suing elon musk for calling him a ""pedo guy"" on twitter testified on thursday that his criticism of the tesla inc chief executive that led to the tweet was not a personal attack."
2019-10-13,366 days ,tesla model x gets 5-star rating from european safety agency,tesla inc said on wednesday its model x suv has been awarded a five-star rating by the european new car assessment programme (ncap) in tests that are standards for europe.
2019-10-13,366 days ,tesla move will draw further companies into germany: state premier,"tesla's  announcement earlier this month that it will build its first european factory near berlin will draw further companies from the electric mobility and energy storage sectors into germany, a state premier told newspaper die welt."
2019-10-13,366 days ,"gamblers back tesla in ford tug of war as orders reach 250,000","orders for tesla inc's electric pickup cybertruck are inching closer to the record set by the company's model 3 sedans in 2016, with company head elon musk signaling 250,000 customers have now lined up to buy the new vehicle less than a week after its launch."
2019-10-13,366 days ,"musk suggests tesla has 250,000 orders for cybertruck","tesla inc has received 250,000 orders for its electric pickup truck unveiled five days ago, chief executive officer elon musk suggested in a tweet on tuesday."
2019-10-13,366 days ,"tesla shares rise as musk says cybertruck orders hit 200,000","tesla inc shares rose 4% on monday after chief executive officer elon musk tweeted over the weekend that the company had already received 200,000 orders for its futuristic cybertruck pickup."
2019-10-13,366 days ,"corrected-tesla shares rise as musk says cybertruck orders hit 200,000","tesla inc shares rose 4% on monday after chief executive officer elon musk tweeted over the weekend that the company had already received 200,000 orders for its futuristic cybertruck pickup."
2019-10-13,366 days ,"musk suggests tesla has 200,000 orders for cybertruck","tesla inc  chief executive officer elon musk indicated in a tweet on sunday that the electric carmaker received 200,000 orders for its electric pickup truck within three days of its launch."
2019-10-13,366 days ,"musk suggests tesla has 187,000 orders for cybertruck - tweet","tesla inc chief executive officer elon musk indicated in a tweet on sunday that the company now has 187,000 orders for its electric pickup truck, up 41,000 in about 24 hours."
2019-10-13,366 days ,"elon musk: about 150,000 orders thus far for tesla cybertruck","tesla inc  chief executive elon musk said on saturday that there have been about 150,000 orders thus far for the electric carmaker's cybertruck, which was unveiled late on thursday."
2019-10-13,366 days ,"elon musk: about 150,000 orders thus far for tesla cybertruck","tesla inc chief executive elon musk said on saturday that there have been about 150,000 orders thus far for the electric carmaker's cybertruck, which was unveiled on friday."
2019-10-13,366 days ,shattered glass: futuristic design questioned after tesla cybertruck launch,"tesla inc's  launch of its futuristic cybertruck pickup suffered a setback when its ""armored glass"" windows shattered, but it was the overall look of the electric vehicle that worried wall street on friday, driving the automaker's shares down 6%."
2019-10-13,366 days ,"us stocks-s&p 500, dow tick higher on trade optimism; nasdaq dips on tesla","* indexes: dow up 0.21%, s&p up 0.05%, nasdaq off 0.08% (updates market action)"
2019-10-13,366 days ,tesla's electric pickup breaks the mould with angular design and armored glass,"tesla inc  on thursday unveiled its electric pickup, a truck with a futuristic angular body in gunmetal gray that resembled an armored vehicle and takes aim at the heart of detroit automakers' profits."
2019-10-13,366 days ,"us stocks-s&p 500, dow jones edge higher on trade optimism; tesla drags nasdaq","* indexes: dow up 0.22%, s&p up 0.05%, nasdaq off 0.12% (changes comment, updates to open)"
2019-10-13,366 days ,gm's electric pickup to hit dealer showrooms in fall 2021: ceo,"general motors co's  first electric pickup truck model will go on sale in the fall of 2021, the company's top executive said, around the same time that electric carmaker tesla inc's  own model is expected to debut."
2019-10-13,366 days ,tesla picks a fight with detroit by going after the pickup market,"tesla inc chief executive elon musk has talked for years about building an electric pickup truck that would threaten the heart of the detroit automakers' profits, and on thursday he will finally take the wraps off the so-called cyberpunk truck."
2019-10-13,366 days ,"didi chuxing to trial japan premium service with tesla, mercedes cars","china's didi chuxing will trial a premium ride hailing service in japan offering tesla, lexus and mercedes benz vehicles, a company representative said."
2019-10-13,366 days ,coalition including tesla asks to intervene in california emissions lawsuits,"a coalition of companies in the electric car industry, including tesla, is siding with california in its bid to stop the trump administration from blocking it from continuing to set its own fuel efficiency and auto emissions standards."
2019-10-13,366 days ,volkswagen says it has no plans to cooperate with tesla,volkswagen <vowg_p.de> chief executive herbert diess on friday said the german carmaker has no plans to cooperate with start-up electric carmaker tesla .
2019-10-13,366 days ,"ford uses mustang name, hoping new electric suv will zap tesla","ford motor co  will tag its new electric sport utility vehicle (suv) with the mustang name, the automaker said on thursday, seeking to entice customers into a new era by linking it to the model whose groundbreaking design in the 1960s combined sportiness and affordability..."
2019-10-13,366 days ,tesla sedans regain recommended status in consumer reports survey,"tesla inc's  model 3 and s sedans both regained ""recommended"" status in consumer reports magazine's annual reliability survey, allowing the electric carmaker's overall standing to rise slightly."
2019-10-13,366 days ,rpt-german automation talent powers musk's battery move to europe,"to unclog bottlenecks last year at his tesla inc plant in california, elon musk flew in six planeloads of new robots and equipment from germany to speed up battery production for its model 3."
2019-10-13,366 days ,german automation talent powers musk's battery move to europe,"to unclog bottlenecks last year at his tesla inc  plant in california, elon musk flew in six planeloads of new robots and equipment from germany to speed up battery production for its model 3."
2019-10-13,366 days ,brexit drove tesla to pick berlin over britain for new factory - report,"britain missed its chance to host the first european factory of u.s. electric vehicle pioneer tesla  because of brexit, chief executive elon musk said in remarks reported on wednesday."
2019-10-13,366 days ,refile-update 1-brexit drove tesla to pick berlin over britain for new factory - report,"britain missed its chance to host the first european factory of u.s. electric vehicle pioneer tesla because of brexit, chief executive elon musk said in remarks reported on wednesday."
2019-10-13,366 days ,germany welcomes tesla's berlin move as boost to e-car shift,"the german government on wednesday welcomed tesla's decision to set up shop in berlin, a move it believes will turbo-charge the country's shift into the electric car era even as costs of running a business in europe's largest economy remain high."
2019-10-13,366 days ,refile-brexit drove tesla to pick berlin over britain for new factory - report,"britain missed its chance to host the first european factory of u.s. electric vehicle pioneer tesla because of brexit, chief executive elon musk said in remarks reported on wednesday."
2019-10-13,366 days ,brandenberg premier: any support for tesla will be in accordance with eu rules,the premier of the brandenburg state that surrounds berlin said on wednesday any support for u.s. electric vehicle pioneer tesla  - which has said it will build its first european factory near berlin - would be in accordance with eu rules.
2019-10-13,366 days ,german ministers: no talk of subsidies for tesla's berlin plans,"economy minister peter altmaier said on wednesday that there had been no discussion yet of german government subsidies for u.s. electric vehicle pioneer tesla , which has said it will build its first european factory near berlin."
2019-10-13,366 days ,"update 3-tesla to build first european plant in berlin, musk says",tesla inc chief executive officer elon musk said on tuesday the electric-car maker will build its first european factory as well as an engineering and design center in berlin.
2019-10-13,366 days ,tesla ceo says will build gigafactory 4 in 'berlin area',"tesla  will build its first european factory and design center near berlin, giving the u.s. electric car pioneer the coveted ""made in germany"" label just as local rivals audi, bmw and mercedes prepare to launch competing cars."
2019-10-13,366 days ,tesla ceo says will build gigafactory 4 in 'berlin area'- electrek,"tesla inc's chief executive officer elon musk said on tuesday the electric car maker is going to build gigafactory 4, a new vehicle factory, in the ""berlin area"", according to a report by automotive news website electrek."
2019-10-13,366 days ,siemens ceo deplores admiration for 'pot smoker' after deputy praised elon musk,"siemens  chief executive joe kaeser on friday lamented germans who fail to recognize true visionaries and instead admire pot smokers who talk about space travel, only days after his deputy praised tesla ceo elon musk."
2019-10-13,366 days ,"tesla's musk, greenlight's einhorn taunt each other on twitter","tesla inc  chief executive officer elon musk and noted short-seller david einhorn mocked each other in open letters published on twitter on friday, trading barbs clothed in polite language."
2019-10-13,366 days ,musk mocks hedge fund owner einhorn over tesla shorts,tesla inc chief executive officer elon musk took to twitter on friday to taunt short-seller david einhorn in an open letter after the hedge fund owner wrote to clients about losing money on his short position in the silicon valley car maker.
2019-10-13,366 days ,siemens ceo deplores admiration for 'pot smoker' after his deputy praised tesla,"siemens  chief executive joe kaeser on friday lamented germans who fail to recognize true visionaries and instead admire pot smokers who talk about space travel, only days after his own deputy praised tesla's ceo elon musk."
2019-10-13,366 days ,tesla to unveil electric pickup 'cybertruck' on november 21: musk,"tesla inc  plans to unveil its electric pickup truck, ""cybertruck,"" on nov. 21 in los angeles near the spacex rocket factory, chief executive officer elon musk tweeted  on wednesday."
2019-10-13,366 days ,tesla plans after-sales network expansion in china as shanghai factory spins up,"tesla inc  plans to double the number of repair and maintenance shops, add about 100 charging stations and revamp showrooms in china as the electric vehicle maker gears up to open its shanghai plant."
2019-10-13,366 days ,"tesla settles with walmart over solar panel installations, fires",walmart inc has settled its lawsuit accusing tesla inc of negligence in installing solar panels atop hundreds of the retailer's stores and causing at least seven fires.
2019-10-13,366 days ,"tesla settles with walmart over solar panel installations, fires","walmart inc has agreed to settle its legal dispute accusing tesla inc of negligence in the installation of solar panels atop hundreds of its stores, resulting in at least seven fires."
2019-10-13,366 days ,"tesla has 42,000 employees globally, 3,200 in china, chairwoman says","u.s. electric vehicle maker tesla inc has 42,000 employees globally and 3,200 staff in china, its chairwoman robyn denholm said on tuesday."
2019-10-13,366 days ,"japan's panasonic profit drops on trade war, tesla battery business in red","panasonic corp  on thursday reported a 12% drop in its second-quarter operating profit, hurt by the ongoing sino-u.s. trade war and its battery business with tesla inc  staying in the red."
2019-10-13,366 days ,"corrected-update 1-japan's panasonic profit drops 12% on trade war, higher costs",panasonic corp on thursday reported a 12% drop in its second-quarter operating profit as the japanese firm was hurt by the sino-u.s. trade war and higher development costs related to its automotive business in europe.
2019-10-13,366 days ,tesla filing shows u.s. sales tumbled 39% in third quarter,"tesla inc's  third-quarter revenue tumbled 39% in the united states, its first drop in more than two years, but sales in china and other regions surged, the electric car maker's break down of sales by geography showed on tuesday."
2019-10-13,366 days ,corrected-update 1-tesla filing shows u.s. sales tumbled 39% in third quarter,"tesla inc's third-quarter revenue tumbled 39% in the united states, its first drop in more than two years, but sales in china and other regions surged, the electric car maker's break down of sales by geography showed on tuesday."
2019-10-13,366 days ,tesla filing shows u.s. third-quarter sales dropped 39%,"tesla inc's third-quarter revenue fell 39% in the united states, a regulatory filing showed  on tuesday."
2019-10-13,366 days ,"rpt-focus-vw ramps up china electric car factories, taking aim at tesla","volkswagen ag is ramping up production of electric cars to around 1 million vehicles by end of 2022, according to manufacturing plans seen by reuters, enabling the german carmaker to leapfrog tesla inc and making china the key battleground."
2019-10-13,366 days ,"vw ramps up china electric car factories, taking aim at tesla","volkswagen ag <vowg_p.de> is ramping up production of electric cars to around 1 million vehicles by end of 2022, according to manufacturing plans seen by reuters, enabling the german carmaker to leapfrog tesla inc and making china the key battleground."
2019-10-13,366 days ,focus-vw's electric bet in china brings global muscle to zero-emissions race,"volkswagen ag is ramping up production of electric cars to around 1 million vehicles by end of 2022, according to manufacturing plans seen by reuters, enabling the german carmaker to leapfrog tesla inc and making china the key battleground."
2019-10-13,366 days ,tesla starts selling china-made model 3 with autopilot function,"u.s. electric vehicle maker tesla  on friday started selling its china-made model 3 with an autopilot function priced from 355,800 yuan ($50,310), making it the company's cheapest model on sale in the country, the official website showed."
2019-10-13,366 days ,breakingviews - tesla’s china strategy is upside-down,"investors were chirpy after electric-car maker tesla unveiled an unexpected profit for the third quarter. it also said its shanghai factory is almost ready, putting icing on the cake. but founder elon musk has over-promised before, and there are questions about his china..."
2019-10-13,366 days ,"tesla overtakes gm as most valuable u.s. automaker, short sellers burned","tesla inc  shares soared 17% on thursday after the electric carmaker surprised wall street by delivering on chief executive officer elon musk's promise of a profit in the third quarter, even as doubts remained about its long-term prospects."
2019-10-13,366 days ,"us stocks snapshot-wall street opens higher on microsoft, tesla results","u.s. stocks opened higher on thursday, as solid results from microsoft, lam research and tesla lifted sentiment."
2019-10-13,366 days ,"tesla shares, bonds jump after surprise third quarter profit",tesla inc shares soared on thursday after the electric carmaker surprised wall street by delivering on chief executive officer elon musk's promise of a profit in the third quarter even as doubts remained over its long-term prospects.
2019-10-13,366 days ,"global markets-stocks rise, euro bows for draghi's farewell","europe's traders were sending european central bank chief mario draghi off in style on thursday, raising the region's stocks to their highest in more than a year and nudging the euro towards its best month since january 2018."
2019-10-13,366 days ,rpt-update 6-tesla shares soar 21% as surprise profit answers skeptics,"tesla inc on wednesday surprised investors with a quarterly profit that sent its shares soaring, as chief executive elon musk promised a 2020 rollout of a cheaper suv and more self-driving technology to stay ahead of larger rivals rushing into the premium electric vehicle..."
2019-10-13,366 days ,tesla shares soar 21% as surprise profit answers skeptics,"tesla inc  on wednesday surprised investors with a quarterly profit that sent its shares soaring, as chief executive elon musk promised a 2020 rollout of a cheaper suv and more self-driving technology to stay ahead of larger rivals rushing into the premium electric..."
2019-10-13,366 days ,breakingviews - elon musk cuts his way to easier path,"elon musk is finally giving tesla shareholders some good financial news. third-quarter earnings unveiled after the markets closed on wednesday brought an unexpected, if small, profit of $143 million at the electric-car maker. unlike this time last year, fast-growing sales..."
2019-10-13,366 days ,tesla posts surprise quarterly profit on record deliveries,"tesla inc posted a surprise quarterly profit on wednesday, making good on chief executive officer elon musk's promise, and said it was ""highly confident"" in exceeding 360,000 deliveries this year."
2019-10-13,366 days ,china factory production key as tesla reports third-quarter results,"tesla inc  is conducting trial production runs at its new $2 billion china factory for the past several weeks and will sell some of the first cars from the plant to its employees, sources told reuters."
2019-10-13,366 days ,rpt-china factory production key as tesla reports q3 results,"* q3 adj eps estimate 42 cents loss, rev to fall 7% - refinitiv"
2019-10-13,366 days ,tesla's nuerburgring run revs up debate over speed records,"tesla inc's  attempts to humble porsche with a new lap record on germany's legendary nordschleife racetrack have reignited a controversy about the value of lap times, as the circuit steps in to quash claims of cheating."
2019-10-13,366 days ,tesla gets approval to start manufacturing in china,"tesla inc was added to a government list of approved automotive manufacturers, china's industry ministry said on thursday, as it granted the electric-vehicle maker a certificate it needs to start production in the country."
2019-10-13,366 days ,tesla to start powerwall home battery installations in japan,"tesla inc  will start installing its powerwall home power storage batteries in japan next spring, the u.s. electric car and battery maker said on tuesday, marking the product's debut in asia."
2019-10-13,366 days ,toyota unveils revamped hydrogen sedan to take on tesla,toyota motor corp  unveiled a completely redesigned hydrogen-powered fuel cell sedan on friday in its latest attempt to revive demand for the niche technology that it hopes will become mainstream.
2019-10-13,366 days ,toyota unveils revamped hydrogen sedan to take on tesla,toyota motor corp unveiled a completely redesigned hydrogen-powered fuel cell sedan on friday in its latest attempt to revive demand for the niche technology that it hopes will become mainstream.
2019-10-13,366 days ,"u.s. agency reviews whether 2,000 teslas should have been recalled","u.s. regulators said on friday they were reviewing whether tesla inc should have recalled 2,000 of its electric cars in may instead of issuing a software upgrade to fix a potential defect that could have resulted in battery fires."
2019-10-13,366 days ,tesla automated parking problems seen liability of app 'driver' for now,"tesla inc owners summoning their driverless cars in parking lots are likely liable for crashes, lawyers said after a series of internet videos showed problems with cars running new software."
2019-10-13,366 days ,"nhtsa reviewing claims 2,000 tesla vehicles should have been recalled","the u.s. national highway traffic safety administration (nhtsa) said friday it is reviewing a defect petition that claims tesla inc failed to issue a recall when it issued a software in 2,000 model s and model x vehicles in may."
2019-10-13,366 days ,tesla drops 6% as quarterly deliveries underwhelm wall street,tesla's  stock dropped 6% on thursday after the electric car maker's quarterly deliveries underwhelmed investors already concerned about slowing revenue growth and ongoing losses.
2019-10-13,366 days ,troubles with tesla's automated parking feature summon safety regulators,"u.s. regulators are looking into parking lot crashes involving tesla inc  cars driving themselves to their owners using the company's smart summon feature, the national highway traffic safety administration (nhtsa) said on wednesday."
2019-10-13,366 days ,tesla deliveries miss wall street estimates; shares fall 6%,"electric car company tesla inc said on wednesday its deliveries rose less than 2% in the third quarter, missing wall street estimates and sending its shares down nearly 6% in trading after the bell."
2019-10-13,366 days ,tesla misses estimates for quarterly deliveries,"tesla inc delivered fewer-than-expected vehicles in its third quarter, fueling doubts about the company's ability to turn a profit."
2019-10-13,366 days ,u.s. auto safety agency notes tesla accidents with 'smart summon' feature,the u.s. national highway traffic safety administration (nhtsa) said wednesday it is aware of reports of minor crashes involving tesla inc's smart summon feature that allows people to retrieve a parked vehicle remotely by using an app.
2019-10-13,366 days ,tesla registers shanghai construction unit in acceleration of china plans,"u.s. electric vehicle maker tesla inc has registered a construction company in china, a business registration filing shows, the latest sign tesla is pushing ahead with its plans in the world's biggest auto market."
2019-10-13,366 days ,"despite third quarter decline, tesla's model 3 stays on top in norway","tesla inc's electric model 3 remained norway's top-selling car in the third quarter, although its sales declined from earlier in the year, registration data showed on tuesday."
2019-10-13,366 days ,"despite decline, tesla's model 3 clings to top spot in norway","tesla inc's electric model 3 remained norway's top-selling vehicle in the third quarter even as sales of the car declined from earlier in the year, registration data showed on tuesday."
2019-10-13,366 days ,"tesla shares jump on leaked deliveries email, entertainment software update","tesla inc  shares closed up 6% on thursday on a report that chief executive officer elon musk saw ""a shot"" at delivering 100,000 cars this quarter and the company said it will roll out a software update for watching movies and playing games in cars."
2019-10-13,366 days ,tesla's musk pushed for solarcity deal despite major cash crunch: lawsuit,"tesla inc  chief executive elon musk urged investors to approve the 2016 purchase of solarcity at a big premium to its market value despite knowing the solar installer faced a cash crunch and publicly stating he had recused himself from involvement in the deal, according..."
2019-10-13,366 days ,corrected-update 1-tesla rival nio tumbles after deliveries disappoint,"u.s.-listed shares of tesla inc rival nio inc tumbled more than 18% on tuesday after the chinese electric carmaker posted a drop in quarterly vehicle sales, blaming a cut in subsidies and weak demand."
2019-10-13,366 days ,tesla's musk pushed for solarcity deal despite major cash crunch -lawsuit,"tesla inc chief executive elon musk urged investors to approve the 2016 purchase of solarcity at a big premium to its market value despite knowing the solar installer faced a cash crunch and publicly stating he had recused himself from involvement in the deal, according..."
2019-10-13,366 days ,delaware judge says tesla board must face trial over musk's mega-pay package,"a delaware judge ruled on friday that tesla inc's  board of directors must defend at a trial chief executive elon musk's multibillion dollar pay package, which a shareholder lawsuit said unjustly enriched the head of the electric vehicle company."
2019-10-13,366 days ,tesla takes on porsche with battle on germany's toughest circuit,"tesla  wants to steal porsche's bragging rights by testing its model s on the northern loop of germany's nuerburgring circuit, using a marketing tool that german carmakers have long used to tout the superiority of their products."
2019-10-13,366 days ,toyota using made-for-tesla panasonic batteries for china hybrids -nikkei,"toyota motor corp has started using batteries that panasonic corp designed for tesla inc in some of its plug-in hybrids sold in china, the nikkei business daily reported on friday."
2019-10-13,366 days ,"brazilian lithium producer sigma in talks with tesla, other automakers","brazil-based lithium startup sigma lithium resources corp  has held talks with tesla inc  and other automakers about supplying the key battery ingredient in the coming years, the company's chief executive said on thursday."
2019-10-13,366 days ,tesla's use of individual driver data for insurance 'state-by-state proposition',"tesla inc's  use of individual customer data, such as vehicle camera footage and gps, to price its new insurance products will depend on drivers' authorization and individual u.s. state laws, a senior company executive said on wednesday."
2019-10-13,366 days ,u.s. safety agency cites tesla autopilot design as factor in 2018 california crash,the national transportation safety board (ntsb) on wednesday cited driver errors and tesla inc's autopilot design as the probable cause of a january 2018 crash of a model s into a parked fire truck on a highway in california.
2019-10-13,366 days ,tesla autopilot engaged in 2018 california crash; driver's hands off wheel: ntsb,"the national transportation safety board (ntsb) said on tuesday that a tesla model s was in autopilot mode and the driver's hands were off the wheel when it struck a fire truck in culver city, california, one of a series of crashes the board is investigating involving tesla's..."
2019-10-13,366 days ,china to exempt tesla cars from 10% purchase tax,"china will exempt tesla inc's  electric vehicles from its purchase tax, the ministry of industry and information technology (miit) said on friday, a concession made amidst trade tensions with the united states."
2019-10-13,366 days ,china will exempt 16 tesla models from purchase tax,"china will exempt 16 tesla inc electric vehicle (ev) models from purchase tax, the ministry of industry and information technology said in a statement on its website."
2019-10-13,366 days ,"rpt-focus-with racing and music events, tesla gets over marketing allergy in china","* has held showroom parties with djs, developed chat app stickers"
2019-10-13,366 days ,"with racing and music events, tesla gets over marketing allergy in china","tesla inc  has always shown disdain for marketing, with ceo elon musk boasting his company does not advertise, instead using the money it would have spent to develop products."
2019-10-13,366 days ,"tesla's musk, alibaba's ma talk aliens and ai, skip issues like trade",tesla  ceo elon musk and alibaba  founder jack ma discussed mars and artificial intelligence but steered clear of the u.s.-china trade war in their first joint appearance on thursday that some audience members said was disappointing.
2019-10-13,366 days ,slump in lithium prices hammers profits at china's ganfeng,"china's biggest lithium producer, ganfeng lithium co  , saw its first-half profits plunge 59% as rising supply of the material used in batteries for electric cars caused a slump in prices."
2019-10-13,366 days ,"tesla's musk, alibaba's ma to talk at shanghai tech event this week","tesla inc  ceo elon musk and alibaba group holding ltd  chairman jack ma will speak at a conference on artificial intelligence (ai) to be held this week in shanghai, an alibaba spokeswoman said on monday."
2019-10-13,366 days ,"tesla to raise prices in china on august 30, may increase again in december: sources","u.s. electric vehicle maker tesla inc  will raise prices in china on friday, earlier than planned, and is considering increasing prices again in december should chinese tariffs on u.s.-made cars take effect, people familiar with the matter said."
2019-10-13,366 days ,tesla scouting sites for possible factory in germany's nrw: rheinische post,"electric carmaker tesla  is scouting out locations for a possible factory in the german state of north rhine-westphalia (nrw), germany's most populous state, daily rheinische post reported on sunday, citing people familiar with the matter."
2019-10-13,366 days ,tesla in advanced talks with lg chem on battery supply in china: source,"u.s. electric vehicle maker tesla inc  is in advanced talks with south korea's lg chem ltd  to source batteries for vehicles to be made in its shanghai plant, a person familiar with the matter said."
2019-10-13,366 days ,tesla to buy batteries from south korea's lg chem - bloomberg,"tesla inc has agreed to buy batteries from south korea's lg chem ltd for electric vehicles manufactured in china, bloomberg reported on friday citing people familiar with the matter."
2019-10-13,366 days ,volkswagen not interested in buying tesla stake,"volkswagen <vowg_p.de> said on thursday it was not interested in taking a stake in tesla , denying a media report that ceo herbert diess wanted to buy shares in the u.s. company to access its software and batteries technology."
2019-10-13,366 days ,factbox: walmart and tesla fought in private long before solar lawsuit,"walmart inc  has sued tesla inc , accusing it of ""years of gross negligence and failure to live up to industry standards"" that led to several fires at its stores with tesla solar systems."
2019-10-13,366 days ,volkswagen ceo interested in tesla stake -manager magazin,"volkswagen ceo herbert diess is interested in acquiring a stake in tesla , german business publication manager magazin reported on thursday, citing company sources."
2019-10-13,366 days ,walmart sues tesla over fires at stores using its solar panels,"walmart inc sued tesla inc over fires at stores, which were using the electric carmaker's solar panels, according to lawsuit filed in a new york court."
2019-10-13,366 days ,rental firm walks away from tesla order after quality dispute,"car rental company nextmove has walked away from a 5 million euros ($5.55 million) order for 85 tesla  model 3 electric vehicles following a dispute over how to fix quality issues, the german company said on friday."
2019-10-13,366 days ,tesla electric car catches fire after hitting tow truck in moscow,"a tesla model 3 electric car caught fire after crashing into a parked tow truck on a moscow motorway late on saturday, with the tesla driver saying he had failed to see the vehicle with which he collided."
2019-10-13,366 days ,tesla electric car catches fire after hitting a tow truck in moscow,a tesla electric car caught fire after crashing into a tow truck on a moscow motorway late on saturday.
2019-10-13,366 days ,"tesla stands by safety claims despite u.s. probes, subpoenas over crashes","electric carmaker tesla inc stood by its model 3 safety claims on wednesday in the face of regulatory scrutiny, while documents showed the top u.s. automotive safety watchdog issued at least five subpoenas since last year seeking information about crashes involving the company's..."
2019-10-13,366 days ,tesla considers raising prices in china from september: sources,"u.s. electric vehicle maker tesla inc is considering lifting its prices in china from september amid yuan-related uncertainty, two people familiar with the matter said."
2019-10-13,366 days ,"panasonic first-quarter profit nearly halves on china, tesla woes","panasonic corp reported its first-quarter operating profit nearly halved, as sino-u.s. trade tensions dampened demand for its components business in china and the battery business with tesla inc remained in the red."
2019-10-13,366 days ,german auto supplier eisenmann files for insolvency,"german auto supplier eisenmann, which supplied tesla  in 2015 with a new paint shop at its freemont plant in california, filed for insolvency late on monday, in a sign of the growing economic problems crushing profits in the auto sector."
2019-10-13,366 days ,"tesla shares, bonds under pressure as musk changes tune on profit","shares of tesla inc  sank 14% on thursday and its bonds traded lower, a day after the electric carmaker said it needed more time to turn a profit, reported lower margins and announced the departure of a key executive."
2019-10-13,366 days ,tesla needs more time to turn profit; founding engineer steps down,"tesla inc  on wednesday pushed back its profit timeline once again after missing financial targets in the second quarter, while announcing that the pioneer of the company's electric batteries, j.b. straubel, was stepping down from his role as chief technology officer..."
2019-10-13,366 days ,"tesla second-quarter revenue misses, shares fall","tesla inc reported second-quarter revenue that missed analysts' estimates on wednesday, sending its shares down nearly 8% in extended trading."
2019-10-13,366 days ,lawsuit says tesla fails to honor battery warranties for used vehicles,electric car maker tesla has been hit with a proposed class action accusing it of misleading thousands of purchasers of used model s and model x vehicles by failing to disclose results of inspections or honor all warranties for their batteries.
2019-10-13,366 days ,"tesla drops cheapest model x, s variants, cuts prices to simplify lineup","tesla inc  has dropped the standard-range variants of its model x and model s from its product lineup and adjusted prices across its range, in a sales push that comes days after the u.s. electric vehicle maker reported record deliveries."
2019-10-13,366 days ,ev maker tesla revamps prices in sales push,"u.s. electric carmaker tesla inc said on tuesday it will change prices of its model 3, x and s vehicles."
2019-10-13,366 days ,tesla set to ramp up production at fremont plant: bloomberg,"tesla inc is preparing to boost output at its electric car factory in fremont, california, bloomberg reported on tuesday, citing an internal email."
2019-10-13,366 days ,tesla shares jump as record deliveries ease demand concerns,"tesla inc  shares opened nearly 7% higher on wednesday after chief executive officer elon musk made good on his promise of delivering record number of electric cars in the second quarter, quelling fears about demand for its sedans and suvs."
2019-10-13,366 days ,tesla shares jump as record deliveries ease demand concerns,"shares of tesla inc jumped 8% on wednesday after chief executive officer elon musk made good on his promise of delivering record number of electric cars in the second quarter, quelling fears about demand for its sedans and suvs."
2019-10-13,366 days ,breakingviews - tesla's return to growth is only half the ride,elon musk has relieved some of the pressure bearing down on his electric-car maker. tesla has bounced back from a poor first quarter by posting record sales for the three months to the end of june. but the company’s drive back to growth is only half the ride.
2019-10-13,366 days ,"tesla delivers record number of electric cars in quarter, shares up 7%","tesla inc  set a record for quarterly vehicle deliveries in a triumphant response to months of questions about demand for its luxury electric cars, sending shares up 7% after hours on tuesday."
2019-10-13,366 days ,tesla model 3 deliveries beat wall street targets,"tesla inc beat expectations for deliveries of its model 3 sedan in the second quarter, a performance that could ease concerns about demand for the new electric sedan."
2019-10-13,366 days ,lucid motors hires former tesla production executive,"lucid motors said on monday it hired peter hochholdinger, a former tesla inc production executive, as vice president of manufacturing, its latest high-profile hire from the electric-car maker."
2019-10-13,366 days ,tesla's former senior production executive joins lucid motors,"tesla inc's former vice president of production at its freemont factory, peter hochholdinger, joined lucid motors as vice president of manufacturing, lucid motors said on monday."
2019-10-13,366 days ,"tesla says single battery module caused car fire in shanghai, has changed vehicle settings",electric vehicle (ev) maker tesla inc  said on friday a single battery module caused a car to catch fire in shanghai and it had revised its vehicle settings to further protect its batteries following an investigation into the incident.
2019-10-13,366 days ,tesla said single battery module caused car fire in shanghai,electric vehicle (ev) maker tesla inc said on friday that it has found no systematic flaws in its vehicles following investigation of a vehicle that caught fire in shanghai.
2019-10-13,366 days ,tesla's senior production executive at fremont facility quits: source,"tesla inc's vice president of production at its fremont factory, peter hochholdinger, has left after three years with the electric-car maker, a source familiar with the matter told reuters."
2019-10-13,366 days ,tesla loses its vp of production - electrek,"tesla inc's vice president of production in charge of all vehicle manufacturing at fremont factory, peter hochholdinger, is not at the automaker anymore, news website electrek reported  on wednesday, citing a source..."
2019-10-13,366 days ,tesla likely to miss record q2 delivery target - electrek,"shares of tesla inc fell 1.3% on tuesday after news website electrek reported that the electric-car maker has so far delivered 49,000 vehicles in north america during the second quarter and may miss its quarterly target."
2019-10-13,366 days ,goldman slashes tesla price target by $42 on demand concerns,"goldman sachs on thursday cut its price target on tesla inc by 21%, to third lowest on the street, on concerns about the sustainability of demand for the electric car maker's models."
2019-10-13,366 days ,chanos' kynikos associates long on tesla put options on march 31:amended sec filing,"jim chanos' kynikos associates was long on tesla inc put options, not call options, on march 31, according to an amended securities and exchange filing on wednesday."
